n_obs,sigma_true,replications,scenario_id,maturity_days,fraction_fixed,moneyness,mean_posterior_sigma,mean_posterior_sigma_sd,mean_pi_minus_pm,mean_abs_pi_minus_pm,median_abs_pi_minus_pm,p95_abs_pi_minus_pm,p99_abs_pi_minus_pm,max_abs_pi_minus_pm,mean_taylor_gap,taylor_mae,taylor_rmse,taylor_corr,taylor_slope_through_origin
126,0.1,5000,75,63,0.9090909090909091,1.25,0.10004541064070593,0.00634530328978281,1.7025363363255912e-57,1.7025363363255912e-57,9.462723573791531e-65,6.051439516373964e-60,3.032478068242431e-58,5.041447421104617e-54,1.4816972790393353e-150,1.7025363363255912e-57,7.864876127042951e-56,0.9084022614974123,6.850690595263415e+92
126,0.1,5000,76,63,0.9090909090909091,1.5,0.10004541064070593,0.00634530328978281,9.0209019243802e-74,9.0209019243802e-74,1.0365139489576682e-81,1.260845157658637e-76,8.184630995941113e-75,2.8036562568635082e-70,1.2266269187003383e-289,9.0209019243802e-74,4.3213356250327184e-72,,
126,0.1,5000,77,63,0.9545454545454546,0.6,0.10004541064070593,0.00634530328978281,-8.341771717823576e-15,1.993498699448537e-14,1.4210854715202004e-14,4.973799150320701e-14,6.394884621840902e-14,9.237055564881302e-14,0.0,1.993498699448537e-14,2.5199335764589096e-14,,
126,0.1,5000,78,63,0.9545454545454546,0.75,0.10004541064070593,0.00634530328978281,-4.084199645149056e-15,1.0298606412106892e-14,7.105427357601002e-15,2.4868995751603507e-14,3.197442310920451e-14,5.684341886080802e-14,0.0,1.0298606412106892e-14,1.2989529679550055e-14,,
126,0.1,5000,79,63,0.9545454545454546,0.9,0.10004541064070593,0.00634530328978281,-2.085442929455894e-15,4.983746748621343e-15,3.552713678800501e-15,1.2434497875801753e-14,1.5987211554602254e-14,2.3092638912203256e-14,0.0,4.983746748621343e-15,6.299833941147274e-15,,
126,0.1,5000,80,63,0.9545454545454546,1.0,0.10004541064070593,0.00634530328978281,-1.1515329207925362e-07,1.1515329207925362e-07,1.1401833664020922e-07,1.5317476900547634e-07,1.7014441473048316e-07,2.2251863303346386e-07,-1.1455393680598805e-07,5.993552732655679e-10,6.186152997608736e-10,0.9999933136404746,1.0052637834773337
126,0.1,5000,81,63,0.9545454545454546,1.1,0.10004541064070593,0.00634530328978281,5.381049994859353e-43,5.381049994859353e-43,3.85131798404736e-49,8.405887207719293e-45,2.7595704630299496e-43,1.4446092358136843e-39,7.757788691871956e-80,5.381049994859353e-43,2.3073522837254454e-41,0.9163495835316244,4.1379752153342413e+36
126,0.1,5000,82,63,0.9545454545454546,1.25,0.10004541064070593,0.00634530328978281,4.0853123260334285e-64,4.0853123260334285e-64,1.07573631873844e-71,9.34786701060169e-67,5.2965791506276254e-65,1.2389529298266627e-60,1.8146138836824736e-196,4.0853123260334285e-64,1.9213959620440799e-62,,
126,0.1,5000,83,63,0.9545454545454546,1.5,0.10004541064070593,0.00634530328978281,4.851443617197946e-78,4.851443617197946e-78,4.253154466811731e-86,5.770045439512547e-81,3.9147394436018613e-79,1.5192389186759646e-74,0.0,4.851443617197946e-78,2.3371787153381916e-76,,
126,0.1,5000,84,126,0.0,0.6,0.10004541064070593,0.00634530328978281,-8.463985068374314e-15,2.0162360669928604e-14,1.4210854715202004e-14,4.973799150320701e-14,6.394884621840902e-14,9.237055564881302e-14,0.0,2.0162360669928604e-14,2.5376623722820244e-14,,
